OBJECTID,Join_Count,TARGET_FID,BUSHALTEST,LINK_STW,DATUM,HST_ID,GKZ,Ort,Haltestelle,RegStopNo,GID,Typ,Y,X,ID_EFA,x2,y2
1,1,1,"Sonnenbühlstraße/Rauhgasse, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6913.htm,6/17/2011 12:00:00 AM,6913,8335043,Konstanz,Konstanz Sonnenbühlst/Rauhgasse,35262,11912,|- Steig,47.68008835,9.18599243,8711912,513968.8707,5280762.3095
2,1,2,Jacob-Burkhardt/Straße Danziger Str. stadtauswärts,http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6905.htm,6/17/2011 12:00:00 AM,6905,8335043,Konstanz,Konstanz Jacob-Burckhardt-Str.,35224,11862,|- Steig,47.68209628,9.18372868,8711862,513760.3509,5280974.9582
3,1,3,"Danziger Straße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6907.htm,6/17/2011 12:00:00 AM,6907,8335043,Konstanz,Konstanz Danziger Straße,35194,11827,|- Steig,47.68163664,9.18095288,8711827,513585.2173,5280939.6338
4,1,4,"Salzberg (Allmannsdorfer Str), Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6916.htm,6/17/2011 12:00:00 AM,6916,8335043,Konstanz,Konstanz Salzberg/Allmannsdorfer Str.,35252,11899,|- Steig,47.67374353,9.1927298,8711899,514433.6559,5280067.0429
5,1,5,"Konzilstraße, Richtung Bahnhof",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6588.htm,6/17/2011 12:00:00 AM,6588,8335043,Konstanz,Konstanz Konzilstraße,35229,11868,|- Steig,47.66332037,9.17761115,8711868,513325.6607,5278904.0233
6,1,6,"Bodanplatz, Richtung Laube",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6579.htm,6/17/2011 12:00:00 AM,6579,8335043,Konstanz,Konstanz Bodanplatz,35182,11812,|- Steig,47.65820785,9.1735328,8711812,513038.9467,5278329.8509
7,1,7,"Döbele, Richtung Paradies, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6711.htm,6/17/2011 12:00:00 AM,6711,8335043,Konstanz,Konstanz Döbele,35263,11913,|- Steig,47.65863744,9.16894241,8711913,512692.9703,5278375.8915
8,1,8,"Schulthaißstraße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6782.htm,6/17/2011 12:00:00 AM,6782,8335043,Konstanz,Konstanz Schulthaißstraße,35258,11905,|- Steig,47.66146298,9.16645407,8711905,512499.4086,5278680.9452
9,1,9,"Brüelstraße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6785.htm,6/17/2011 12:00:00 AM,6785,8335043,Konstanz,Konstanz Brüelstraße,35189,11821,|- Steig,47.66425812,9.16557373,8711821,512437.399,5279001.4257
10,1,10,"Brüelstraße, Richtung Bahnhof",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6784.htm,6/17/2011 12:00:00 AM,6784,8335043,Konstanz,Konstanz Brüelstraße,35189,11821,Haltestelle,47.66418552,9.16564559,8711821,512434.9503,5278990.0758
11,1,11,"Gottmannplatz,  stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6824.htm,6/17/2011 12:00:00 AM,6824,8335043,Konstanz,Konstanz Gottmannplatz,35216,11850,|- Steig,47.67351972,9.1693197,8711850,512718.5637,5280026.2139
12,1,12,"Taborweg, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6890.htm,6/17/2011 12:00:00 AM,6890,8335043,Konstanz,Konstanz Taborweg,35271,11922,|- Steig,47.67951983,9.16825969,8711922,512637.8497,5280696.4816
13,1,13,"Pfeiferhölzle-Richtung Endstation, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6909.htm,6/17/2011 12:00:00 AM,6909,8335043,Konstanz,Konstanz Pfeiferhölzle,35244,11889,Haltestelle,47.68272525,9.17592232,8711889,513201.1657,5281057.4741
14,1,14,"Gutenbergweg, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6879.htm,6/17/2011 12:00:00 AM,6879,8335043,Konstanz,Konstanz Gutenbergweg,35218,11853,|- Steig,47.6864566,9.16120791,8711853,512094.3207,5281451.297
15,1,15,"Hardtstraße/Fürstenberg, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6873.htm,6/17/2011 12:00:00 AM,6873,8335043,Konstanz,Konstanz Hardtstr./Fürstenberg,35220,11855,|- Steig,47.68594257,9.15293443,8711855,511484.2279,5281408.0912
16,1,16,"Reutestraße/Freibürgleweg, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6852.htm,6/17/2011 12:00:00 AM,6852,8335043,Konstanz,Konstanz Reute-/ Freibürgleweg,35246,11893,Haltestelle,47.6825922,9.15246731,8711893,511450.8239,5281035.2287
17,1,17,"Reute-/Winkelstraße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6854.htm,6/17/2011 12:00:00 AM,6854,8335043,Konstanz,Konstanz Reute-/Winkelstraße,35247,11894,|- Steig,47.68137658,9.15536886,8711894,511666.5564,5280903.8138
18,1,18,"Bodan, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6866.htm,6/17/2011 12:00:00 AM,6866,8335043,Konstanz,Konstanz Bodan,35181,11811,Haltestelle,47.68785956,9.14871235,8711811,511161.1342,5281614.3574
19,1,19,"Bodan, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6867.htm,6/17/2011 12:00:00 AM,6867,8335043,Konstanz,Konstanz Bodan,35181,11811,|- Steig,47.68776281,9.14882913,8711811,511176.2683,5281611.4693
20,1,20,Breslauer Straße (West) stadtauswärts,http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6870.htm,6/17/2011 12:00:00 AM,6870,8335043,Konstanz,Konstanz Breslauer Straße West,35188,11820,Haltestelle,47.68559182,9.14943998,8711820,511224.2022,5281368.0352
21,1,21,"Bodan-/ Riedstraße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6848.htm,6/17/2011 12:00:00 AM,6848,8335043,Konstanz,Konstanz Bodan/Riedstraße,35184,11814,|- Steig,47.68625099,9.14833506,8711814,511136.9225,5281435.6042
22,1,22,"Bodan-/ Riedstraße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6849.htm,6/17/2011 12:00:00 AM,6849,8335043,Konstanz,Konstanz Bodan/Riedstraße,35184,11814,|- Steig,47.68636589,9.14838895,8711814,511130.5722,5281451.2463
23,1,23,"Urisberg, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6886.htm,6/17/2011 12:00:00 AM,6886,8335043,Konstanz,Konstanz Urisberg,35276,11927,|- Steig,47.69031466,9.15137136,8711927,511358.4904,5281887.967
24,1,24,"Universität, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6911.htm,6/17/2011 12:00:00 AM,6911,8335043,Konstanz,Konstanz Universität,35274,11925,Haltestelle,47.68989742,9.18768127,8711925,514098.8217,5281842.183
25,1,25,"Staad/Autofähre, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6569.htm,6/17/2011 12:00:00 AM,6569,8335043,Konstanz,Konstanz Staad/Autofähre,35175,11351,|- Steig,47.68198742,9.21119916,8711351,515846.0607,5280973.599
26,1,26,"Freibad Horn, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6735.htm,6/17/2011 12:00:00 AM,6735,8335043,Konstanz,Konstanz Freibad Horn,35209,11843,|- Steig,47.66687162,9.21466666,8711843,516119.0442,5279290.9238
27,1,27,"Litzelstetten-Tankstelle, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6570.htm,6/17/2011 12:00:00 AM,6570,8335043,Litzelstetten,Litzelstetten Tankstelle,35234,11874,|- Steig,47.71183113,9.17314652,8711874,512989.7506,5284271.0514
28,1,28,"Wallhausen-Birnaublick, Richtung Dettingen",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6552.htm,6/17/2011 12:00:00 AM,6552,8335043,Wallhausen/Konstanz,Wallhausen Birnaublick,35277,11928,Haltestelle,47.7471064,9.12922789,8711928,509686.678,5288206.5381
29,1,29,Wallhausen-Linzgaublick, ,3/13/2020 12:00:00 AM,6551,8335043,Wallhausen/Konstanz,Wallhausen Linzgaublick,35279,11930,Haltestelle,47.74606142,9.13283912,8711930,509956.3873,5288081.2049
30,1,30,"Salzberg (Allmannsdorfer Str), stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6917.htm,6/17/2011 12:00:00 AM,6917,8335043,Konstanz,Konstanz Salzberg/Allmannsdorfer Str.,35252,11899,|- Steig,47.67374353,9.1927298,8711899,514430.1762,5280056.6181
31,1,31,"Gottmannplatz, Richtung Innenstadt", ,3/12/2020 12:00:00 AM,6825,8335043,Konstanz,Konstanz Gottmannplatz,35216,11850,|- Steig,47.67281805,9.16982276,8711850,512746.7653,5279950.3433
32,1,32,"Karlsruher Straße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6850.htm,6/17/2011 12:00:00 AM,6850,8335043,Konstanz,Konstanz Karlsruher Straße,35226,11864,Haltestelle,47.68439441,9.14909862,8711864,511181.9007,5281230.988
33,1,33,"An der Steig, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6724.htm,6/17/2011 12:00:00 AM,6724,8335043,Konstanz,Konstanz An der Steig,35267,11917,|- Steig,47.67990691,9.20146142,8711917,515121.4343,5280756.3486
34,1,34,"Dingelsdorf/Wallhauser Straße, nach Oberdorf",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6577.htm,6/17/2011 12:00:00 AM,6577,8335043,Dingelsdorf,Dingelsdorf Wallhauser Straße,35201,11834,|- Steig,47.74049184,9.15211696,8711834,511407.3256,5287463.6232
35,1,35,"Wallhausen/Hafen, Richtung Dettingen",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6549.htm,6/17/2011 12:00:00 AM,6549,8335043,Wallhausen/Konstanz,Wallhausen Hafen,35278,11929,Haltestelle,47.74657485,9.13571373,8711929,510164.0727,5288162.9429
36,1,36,"Sonnenbühlstraße/Rauhgasse, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6912.htm,6/17/2011 12:00:00 AM,6912,8335043,Konstanz,Konstanz Sonnenbühlst/Rauhgasse,35262,11912,|- Steig,47.6800944,9.18589362,8711912,513946.7904,5280761.1888
37,1,37,"Hardtstraße/Fürstenberg, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6872.htm,6/17/2011 12:00:00 AM,6872,8335043,Konstanz,Konstanz Hardtstr./Fürstenberg,35220,11855,|- Steig,47.68523502,9.15426394,8711855,511564.9538,5281333.3639
38,1,38,"Fürstenberg, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6887.htm,6/17/2011 12:00:00 AM,6887,8335043,Konstanz,Konstanz Fürstenberg,35213,11847,|- Steig,47.68062058,9.16248352,8711847,512182.3901,5280816.2605
39,1,39,"Stephansschule, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6583.htm,6/17/2011 12:00:00 AM,6583,8335043,Konstanz,Konstanz Stefansschule,35266,11916,Haltestelle,47.66253386,9.17276025,8711916,512980.2955,5278798.7141
40,1,40,"Gabelsberger Straße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6883.htm,6/17/2011 12:00:00 AM,6883,8335043,Konstanz,Konstanz Gabelsbergerstraße,35214,11848,|- Steig,47.68840985,9.15681515,8711848,511778.4892,5281683.1651
41,1,41,"Dettingen/Ortsmitte, Richtung Wollmattingen",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6716.htm,6/17/2011 12:00:00 AM,6716,8335043,Dettingen (Konstanz),Dettingen (KN) Ortsmitte,35197,11830,|- Steig,47.73629916,9.11667843,8711830,508740.3703,5287004.0378
42,1,42,"Gartenstraße, Richtung Bahnhof",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6786.htm,6/17/2011 12:00:00 AM,6786,8335043,Konstanz,Konstanz Gartenstraße,35215,11849,|- Steig,47.66615171,9.16533118,8711849,512416.4672,5279215.598
43,1,43,"Konzilstraße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6584.htm,6/17/2011 12:00:00 AM,6584,8335043,Konstanz,Konstanz Konzilstraße,35229,11868,|- Steig,47.66220111,9.17761115,8711868,513338.9558,5278774.5347
44,1,44,"Stadtwerke, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/3826.htm,6/17/2011 12:00:00 AM,3826,8335043,Konstanz,Konstanz Stadtwerke,35270,11921,Haltestelle,47.67526781,9.16342675,8711921,512275.8256,5280226.1468
45,1,45,"Litzelstetten/Zum Purren, nach KN Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6573.htm,6/17/2011 12:00:00 AM,6573,8335043,Litzelstetten,Litzelstetten Purren,35233,11873,|- Steig,47.71531863,9.17197871,8711873,512893.418,5284677.6402
46,1,46,"Jugendherberge, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6720.htm,6/17/2011 12:00:00 AM,6720,8335043,Konstanz,Konstanz Jugendherberge,35225,11863,Haltestelle,47.68493264,9.20009598,8711863,515013.3947,5281298.0467
47,1,47,"Tannenhof, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6726.htm,6/17/2011 12:00:00 AM,6726,8335043,Konstanz,Konstanz Tannenhof,35272,11923,|- Steig,47.67451777,9.19709561,8711923,514798.4427,5280158.8434
48,1,48,"Dettingen/Feuerwehr, nach Dettingen-Ortsmitte",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6556.htm,6/17/2011 12:00:00 AM,6556,8335043,Dettingen (Konstanz),Dettingen (KN) Feuerwehr,35195,11828,|- Steig,47.73829284,9.11674131,8711828,508747.8302,5287230.6092
49,1,49,"An der Steig, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6725.htm,6/17/2011 12:00:00 AM,6725,8335043,Konstanz,Konstanz An der Steig,35267,11917,|- Steig,47.67930814,9.20107515,8711917,515090.3594,5280668.0418
50,1,50,"Dettingen/Kinderspielplatz, Richtung Wollmatingen",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6555.htm,6/17/2011 12:00:00 AM,6555,8335043,Dettingen (Konstanz),Dettingen (KN) Kinderspielplatz,34555,2153,|- Steig,47.73142944,9.11793607,8702153,508842.0185,5286471.0407
51,1,51,"Salzberg, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6728.htm,6/17/2011 12:00:00 AM,6728,8335043,Konstanz,Konstanz Salzberg,35253,11900,|- Steig,47.67328382,9.19304421,8711900,514491.6084,5280012.4912
52,1,52,"Döbele, Richtung Bahnhof",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6710.htm,6/17/2011 12:00:00 AM,6710,8335043,Konstanz,Konstanz Döbele,35263,11913,|- Steig,47.65862534,9.16887054,8711913,512670.9274,5278366.6612
53,1,53,"Döbelestraße, Richtung Paradies, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6780.htm,6/17/2011 12:00:00 AM,6780,8335043,Konstanz,Konstanz Döbelestraße,35202,11835,|- Steig,47.65944216,9.16684035,8711835,512534.5103,5278461.0878
54,1,54,"Feursteinstraße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6859.htm,6/17/2011 12:00:00 AM,6859,8335043,Konstanz,Konstanz Feursteinstraße,35207,11841,|- Steig,47.69035699,9.1343393,8711841,510077.189,5281889.7773
55,1,55,"Hardtstraße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6851.htm,6/17/2011 12:00:00 AM,6851,8335043,Konstanz,Konstanz Hardtstraße,35221,11856,Haltestelle,47.6831365,9.1517217,8711856,511384.8687,5281101.6465
56,1,56,"Gartenstraße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6787.htm,6/17/2011 12:00:00 AM,6787,8335043,Konstanz,Konstanz Gartenstraße,35215,11849,|- Steig,47.66607911,9.16584322,8711849,512445.3651,5279198.8526
57,1,57,"Kliniken Schmieder, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6739.htm,6/17/2011 12:00:00 AM,6739,8335043,Konstanz,Konstanz Kliniken Schmieder,35227,11865,|- Steig,47.66595812,9.2040845,8711865,515312.6625,5279185.5252
58,1,58,"Ellenrieder Gymnasium, Richtung Bahnhof",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6788.htm,6/17/2011 12:00:00 AM,6788,8335043,Konstanz,Konstanz Ellenrieder Gymnasium,35206,11839,Haltestelle,47.66550439,9.17080192,8711839,512825.8361,5279143.2991
59,1,59,"Herosestraße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6874.htm,6/17/2011 12:00:00 AM,6874,8335043,Konstanz,Konstanz Herosestraße,35223,11859,|- Steig,47.68337841,9.15750685,8711859,511816.4937,5281121.7386
60,1,60,"Hauptbahnhof, Richtung stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6709.htm,6/17/2011 12:00:00 AM,6709,8335043,Konstanz,Konstanz Bahnhof,35143,6554,|- Steig,47.65948452,9.17711708,8706554,513301.9123,5278449.033
61,1,61,"Byk-Gulden-Straße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6842.htm,6/17/2011 12:00:00 AM,6842,8335043,Konstanz,Konstanz Byk-Gulden-Straße,35192,11825,|- Steig,47.67996739,9.14672707,8711825,511009.2418,5280737.1995
62,1,62,"Line-Eid-Straße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6832.htm,6/17/2011 12:00:00 AM,6832,8335043,Konstanz,Konstanz Line-Eid-Straße,35231,11871,|- Steig,47.67306001,9.15490174,8711871,511633.1307,5279977.2231
63,1,63,"Oberdorf, nach Litzelstetten-Konstanz Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6563.htm,6/17/2011 12:00:00 AM,6563,8335043,Dingelsdorf,Oberdorf,35242,11886,|- Steig,47.72753816,9.15800991,8711886,511843.9054,5286037.5222
64,1,64,"Ried-/Reichenaustraße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6840.htm,6/17/2011 12:00:00 AM,6840,8335043,Konstanz,Konstanz Ried/Reichenaustraße,35248,11895,Haltestelle,47.67852792,9.14577486,8711895,510955.176,5280523.0615
65,1,65,"Byk-Gulden-Straße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6841.htm,6/17/2011 12:00:00 AM,6841,8335043,Konstanz,Konstanz Byk-Gulden-Straße,35192,11825,|- Steig,47.67990086,9.14691572,8711825,511027.7209,5280728.2301
66,1,66,"Oberdorf, nach Dingelsdorf-Wallhausen-Dettingen",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6562.htm,6/17/2011 12:00:00 AM,6562,8335043,Dingelsdorf,Oberdorf,35242,11886,|- Steig,47.7281968,9.15794703,8711886,511852.3812,5286093.1898
67,1,67,"Allmannsdorf, Richtung Staad bzw. Mainau - Vororte",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6723.htm,6/17/2011 12:00:00 AM,6723,8335043,Allmannsdorf (Konst),Konstanz Allmannsdorf,35176,11801,Haltestelle,47.68216885,9.20251245,8711801,515207.5575,5280994.4995
68,1,68,"Eichhornstraße, stadtauswärts",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6744.htm,6/17/2011 12:00:00 AM,6744,8335043,Konstanz,Konstanz Eichhornstraße,35204,11837,Haltestelle,47.67007782,9.18765432,8711837,514080.9376,5279652.6637
69,1,69,"Elberfeldstraße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6855.htm,6/17/2011 12:00:00 AM,6855,8335043,Konstanz,Konstanz Elberfeldstraße,35205,11838,Haltestelle,47.68014279,9.15974366,8711838,511995.2821,5280760.4917
70,1,70,"Dingelsdorf-Klausenhorn, Konstanz Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6575.htm,6/17/2011 12:00:00 AM,6575,8335043,Dingelsdorf,Dingelsdorf Klausenhorn,35199,11832,|- Steig,47.74251556,9.14817336,8711832,511094.909,5287697.0815
71,1,71,"Litzelstetten/Waldfriedhof, nach KN Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6565.htm,6/17/2011 12:00:00 AM,6565,8335043,Litzelstetten,Litzelstetten Waldfriedhof,35235,11875,|- Steig,47.70872421,9.17083785,8711875,512816.0876,5283950.3803
72,1,72,"Sonnenbühlstraße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6914.htm,6/17/2011 12:00:00 AM,6914,8335043,Konstanz,Konstanz Sonnenbühlstraße,35261,11911,|- Steig,47.67867308,9.1918225,8711911,514386.7092,5280606.1407
73,1,73,"Riedstraße, Richtung Innenstadt",http://pages.i-d-e-a-s.eu/infowindows/busstop/konstanz/6846.htm,6/17/2011 12:00:00 AM,6846,8335043,Konstanz,Konstanz Riedstraße,35249,11896,Haltestelle,47.6844307,9.14740081,8711896,511058.9793,5281238.0758
